Smoke and Sacrifice,TBA,,,TBA,97
Snack World: Trejarers Gold,April 12th. 2018,RPG,JP,$58.99,94
Snake Pass,SRG,Puzzle,PAL,$34.99,97
Snipperclips,March 3rd. 2017,Puzzle,,$29.99,41
SNK 40th Anniversary Collection,November 13th. 2018,Arcade,,$39.99,98
SNK Heroines: Tag Team Frenzy,"September 7th. 2018 (NA & PAL)
September 6th. 2018 (JP)",Fighting,,$49.99,14
Snow Moto Racing Freedom,"April 27th. 2018 (NA)
November 24th. 2017 (PAL)",Racing,NA. PAL,$19.99,40
Soldam: Drop. Connect. Erase,September 20th. 2017,Puzzle,,$19.99,117
Song of Memories,TBA,Visual Novel,,TBA,83
Sonic Forces,"November 7th. 2017 (NA & PAL)
November 9th. 2017 (JP)",Platformer,,$39.99,36
Sonic Mania Plus,"July 17th. 2018 (NA & PAL)
July 19th. 2018 (JP)",Platformer,,$29.99,121
South Park: The Fractured But Whole,April 24th. 2018,RPG,NA. PAL,$59.99,110
Space Hulk,TBA,,,TBA,90
Spintires: Mudrunner - American Wilds Edition,November 27th. 2018,Simulation,,$39.99,129
Splatoon 2,July 21st. 2017,Third-Person Shooter,,$59.99,121
Sports Party,October 30th. 2018,Party,,$39.99,26
Starlink: Battle for Atlas,October 16th. 2018,Action-Adventure,NA. PAL,$74.99,36
State of Mind,2018,Adventure,,TBA,81
Steamworld Dig 2,"September 21st. 2017 (NA & PAL)
November 23rd. 2017 (JP)",Platformer,,$29.99,45
Steep,TBA,Sports,,TBA,25
Steins;Gate Elite,"Q3 2018 (NA & PAL)
September 20th. 2018 (JP)",Visual Novel,,$59.99,111
Stern Pinball Arcade,December 12th. 2017,Pinball,NA. PAL,$29.99,129
Steven Universe & Ok KO 2-in-1,October 30th. 2018,Misc,,$39.99,108
Stick it to the Man,TBA,Adventure,NA. PAL,TBA,31
Street Fighter 30th Anniversary Collection,"May 29th. 2018 (NA & PAL)
October 25th. 2018 (JP)",Fighting,,$39.99,27
Sumikko Gurashi: Sumikko Park e Youkoso,December 7th. 2017,Party,JP,$49.99,113
Super Bomberman R,March 3rd. 2017,Action,,$49.99,74
Super Chariot,May 10th. 2018,Action-Adventure,PAL,$29.99,139
Super Mario Odyssey,October 27th. 2017,Platformer,,$59.99,109
Super Mario Party,October 5th. 2018,Party,,$59.99,81
Super Neptunia RPG,2018,RPG,,$49.99,149
Super Putty Squad,November 14th. 2017,Platformer,PAL,???,61
Super Smash Bros Ultimate,December 7th. 2018,Fighting,,$59.99,126
Super Street The Game,November 30th. 2018,Racing,,$35.99,131
Superbeat: Xonic,"November 21st. 2017 (NA)
November 30th. 2017 (PAL)",Rhythm,NA. PAL,$29.99,147
Sushi Striker: The Way of Sushido,June 8th. 2018,Puzzle,,$49.99,56
Syberia 1,October 20th. 2017,Adventure,PAL,$23.99,78
Syberia 1+2 (Combo cart),TBA,Adventure,PAL,$32.99,53
Syberia 2,November 30th. 2017,Adventure,PAL,$26.99,94
Syberia 3,October 18th. 2018,Adventure,,TBA,15
Taiko: Drum Master,July 19th. 2018,Rhythm,JP,$57.99,83
Tales of the Tiny Planet,January 18th. 2018,Adventure,PAL,???,93
Tales of Vesperia: Definitive Edition,January 11th. 2019,RPG,,$49.99,17
Team Sonic Racing,Q4 2018,Racing,,$39.99,36
Tennis World Tour,"July 10th. 2018 (NA)
August 30th. 2018 (JP)",Sports,NA. JP,$49.99,32
The Banner Saga Trilogy,September 21st. 2018,RPG,,$49.99,84
The Caligula Effect: Overdose,2019,RPG,,$49.99,32
The Coma Recut,August 14th. 2018,Survival Horror,,$29.99,57
The Count Lucanor,October 19th. 2017,Adventure,PAL,$26.99,39
The End is Nigh,December 12th. 2017,Platformer,NA. PAL,$29.99,54
The Escapists 2,October 30th. 2018,RPG/Strategy,,$39.99,37
The Flame in the Flood,SRG,Adventure,PAL,$34.99,29
The Longest Five Minutes,"February 13th. 2018 (NA)
February 16th. 2018 (PAL)
April 26th. 2018 (JP)",RPG,,$39.99,124
The Lost Child,"June 19th. 2018 (NA)
June 22nd. 2018 (PAL)",RPG,NA. PAL,$49.99,107
The Mahjong,June 21st. 2018,Puzzle,JP,???,70
The Misshitsukara No Dasshutsu,June 21st. 2018,Puzzle,JP,$28.99,76
The Princess Guide,March 15th. 2019,RPG,,$39.99,123
The Town of Light Deluxe Edition,"2018 (NA & PAL)
TBA (JP)",Horror,,$29.99,69
The World Ends With You: Final Remix,"Q4 2018 (NA & PAL)
September 27th. 2018 (JP)",Action RPG,,$59.99,130
Thimbleweed Park,LRG,Adventure,NA,$34.99,47
This is the Police,October 24th. 2017,Strategy,NA. PAL,$29.99,44
This is the Police 2,2018,Strategy,NA. PAL,$29.99,126
This War of Mine Complete Edition,TBA,Survival,,$36.99,107
Thumper,LRG,Rhythm,NA,$34.99,43
Tiny Barbarian DX,October 10th. 2017,Platformer,NA. PAL,$29.99,42
Tiny Troopers: Joint Ops DX,December 21st. 2017,Twin-Stick Shooter,PAL,$29.99,13
Titan Quest,July 31st. 2018,Action RPG,NA. PAL,$39.99,138
Tohoe Genso Wanderer: Reloaded,"July 17th. 2018 (NA)
July 20th. 2018 (PAL)
December 28th. 2017 (JP)",Roguelike,,$49.99,40
Toki,November 22nd. 2018,Arcade,PAL,?44.99 (~$60),147
ouch Detective: Funghi?s Big Breed,December 20th. 2018,Adventure,JP,TBA,30
Touhou Kobuto V: Burst Battle,"October 10th. 2017 (NA)
October 13th. 2017 (PAL)
November 1st. 2017 (JP)",Fighting,,$29.99,92
Trailblazers,September 21st. 2018,Racing,,$29.99,128
Transport Giant,TBA,Simulation,,$29.99,14
Trials Rising Gold Edition,19-Feb,Action,,$39.99,110
Troll and I,"August 15th. 2017 (NA)
August 14th. 2017 (PAL)",Action-Adventure,NA. PAL,$19.99,67
Ultra Street Fighter II: The Final Challengers,May 26th. 2017,Fighting,,$39.99,112
Umihara Kawase,TBA,Platformer,JP,TBA,98
Unbox: Newbie?s Adventure,"October 12th. 2017 (NA)
October 10th. 2017 (PAL)
February 15th. 2018 (JP)",Platformer,,$29.99,22
Undertale,"October 12th. 2018 (NA)
September 15th. 2018 (JP)",RPG,,$29.99,112
Urban Trial Playground,"April 5th. 2018 (NA & PAL)
May 24th. 2018 (JP)",Racing,,$39.99,38
Usotsuki Hime To Moumoku Ouji,May 31st. 2018,Action Adventure,JP,$65.99,10
V-Rally 4,18-Sep,Racing,,$59.99,150
Valiant Hearts,November 8th. 2018,Adventure,,TBA,29
Valkyria Chronicles 4,"September 25th. 2018 (NA & PAL)
September 27th. 2018 (JP)",Tactical RPG,,$59.99,145
Vegas Party,June 21st. 2018,Card Game,PAL,$19.99,55
Victor Vran,August 28th. 2018,Action RPG,NA. PAL,$39.99,121
Vostok Inc,TBA,,PAL,???,19
Voez,"March 9th. 2017 (NA)
March 3rd. 2017 (PAL & JP)",Rhythm,,$39.99,12
Waku Waku Doubustsu Land,July 26th. 2018,Misc,JP,$43.99,125
Waku Waku Sweets: Amai Okashi Ga Dekiru Kana?,August 9th. 2018,Misc,JP,$47.99,29
Warhammer,TBA,,,TBA,26
Warriors Orochi 4,"October 16th. 2018 (NA)
October 19th. 2018 (PAL)
September 27th. 2018 (JP)",Hack & Slash,,$59.99,11
Wasteland 2: Director?s Cut,December 4th. 2018,RPG,,TBA,113
West of Loathing,LRG,RPG,NA,$29.99,34
Wild Guns Reloaded,"April 17th. 2018 (NA & PAL)
April 19th. 2018 (JP)",Shooting Gallery,,$29.99,64
Windstorm,18-Aug,???,PAL,$31.99,129
Winning Post 8 2017,September 14th. 2017,Simulation,JP,$69.99,66
Winning Post 8 2018,March 15th. 2018,Simulation,JP,$69.99,93
Wizard's Symphony,TBA,RPG,JP,TBA,32
Wolfenstein II: The New Colossus,"June 29th. 2018 (NA & PAL)
July 26th. 2018 (JP)",FPS,,$59.99,124
Wolfenstein: Youngblood,TBA (?),,,TBA (?),57
Wonder Boy: The Dragon's Trap,April 18th. 2017,Action-Adventure,,$39.99,117
Work X Work,October 4th. 2018,RPG,JP,$47.99,132
World End Syndrome,April 26th. 2018,Visual Novel,JP,$62,129
World Neverland: Daily Life in the Elnea Kingdom,October 25th. 2018,Simulation,JP,$49.99,34
World Racing,TBA,Racing,,TBA,55
Worms W.M.D,SRG,Strategy,PAL,$34.99,43
WWE 2k18,December 6th. 2017,Sports,,$59.99,82
Xenoblade Chronicles 2,December 1st. 2017,RPG,,$59.99,41
Xenoblade Chronicls 2: Torna The Gold Country,September 14th. 2018,RPG,,$39.99,46
Xenon Racer,March 26th. 2019,Racing,,$49.99,82
Yesterday Origins,May 31st. 2018,Adventure,NA. PAL,$39.99,52
Yokai Watch 4,2018,RPG,JP,TBA,102
Yoku?s Island Express,May 29th. 2018,Platformer,,$39.99,133
Yomawari The Long Night,"October 30th. 2018 (NA)
October 26th. 2018 (PAL)",Survival Horror,NA. PAL,$39.99,21
Yonder: The Cloud Catcher Chronicles,"May 17th. 2018 (NA & PAL)
June 5th. 2018 (JP)",Adventure,,$39.99,27
Yooka-Laylee,LRG,Platformer,NA,$49.99,69
Yoshi,2019,Platformer,,$59.99,39
Yoshi Wara Higanbana Kuon no Chigiri,TBA,Visual Novel,JP,TBA,44
YS VIII: Lacrimosa of DANA,"June 26th. 2018 (NA)
June 29th. 2018 (PAL)
June 28th. 2018 (JP)",RPG,,$59.99,27
Yu-No: Konoyo no Hate De Koi O Utau Shoujo,TBA,Visual Novel,JP,TBA,119
Zoids Wild,TBA,???,JP,TBA,145
